impound_no,Animal_ID,Data_Source,Record_Type,Link,Current_Location,Animal_Name,animal_type,Age,Animal_Gender,Animal_Breed,Animal_Color,Date,Date_Type,Obfuscated_Address,City,State,Zip,jurisdiction,obfuscated_latitude,obfuscated_longitude,Image,image_alt_text,Memo,Temperament
K26-187835,A745281,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A745281,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Cactus,Dog,2 YEARS,Neutered Male,German Shepherd / Mix,Brown / Black,"Apr 06, 2026",Received on,400 block of  SW 102ND ST,SEATTLE,WA,98146,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A745281,Image Copyright HLP Inc. 2026,"Received on: 2026-04-06<p/> Found Near: 400 block of  SW 102ND ST<p/> Description: Brown / Black Neutered Male German Shepherd / Mix Dog<p/> Age: 2 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K26-188095,A745759,Regional Animal Services of King County,FOUND,https://kingcounty.gov/en/dept/executive-services/animals-pets-pests/regional-animal-services/overview-about,In RASKC Foster Home,,Cat,5 WEEKS,Female,Domestic Shorthair,Brn Tabby,"Apr 17, 2026",Received on,1700 block of  MAPLE LN,KENT,WA,98030,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A745759,Image Copyright HLP Inc. 2026,Received on: 2026-04-17<p/> Found Near: 1700 block of  MAPLE LN<p/> Description: Brn Tabby Female Domestic Shorthair Cat<p/> Age: 5 WEEKS<p/> Current Location: In RASKC Foster Home <p/>,
K26-187672,A744886,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=3057098,In Public Home,,Dog,Unknown<p/>,Unknown,Labrador Retriever,Brown,"Mar 26, 2026",Date Found,NE  17TH ST AND 211 WAY AVE,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=3057098,Image Copyright HLP Inc. 2026,"<p/>Age: Unknown<p/>Found Near: NE 17th ST and 211 way ave, Sammamish WA  98074<p/>Found Date: 2026-03-26<p/>",
K26-187826,A745267,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A745267,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Barn Cat Oak,Barn Cat,5 YEARS,Neutered Male,Domestic Shorthair,Gray / White,"Apr 06, 2026",Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A745267,Image Copyright HLP Inc. 2026,"Received on: 2026-04-06<p/> Description: Gray / White<p/>  Neutered Male Domestic Shorthair Barn Cat<p/> Age: 5 YEARS<p/> Adoption Fee: An Adoption Fee has not been set. Please inquire with the shelter.<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Oak and I am a ""Working Cat"". I am seeking a home where I can put my hunting skills to work! <p/><p/>I am a cat that has never been socialized with humans so I will avoid you at all cost. Please allow me my space so that I can feel the most comfortable while acclimating to your space. <p/><p/>If you have never had working cats before, please reach out to barncatsrus@gmail.com to get all of the resources you will need to set up before you bring me home.<p/>",
K26-188002,A745597,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A745597,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Cat,3 WEEKS,Female,Domestic Shorthair,Torbie,"Apr 13, 2026",Received on,10000 block of  SE 258TH PL,KENT,WA,98030,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A745597,Image Copyright HLP Inc. 2026,"Received on: 2026-04-13<p/> Found Near: 10000 block of  SE 258TH PL<p/> Description: Torbie Female Domestic Shorthair Cat<p/> Age: 3 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K26-188107,A745774,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=3064283,LOST,Thelma,Cat,Under 1 year<p/>,Female,Domestic Mediumhair,Unknown,"Apr 14, 2026",Date Lost,700 block of  HAZEL AVE N,Kent,,98031,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=3064283,Image Copyright HLP Inc. 2026,"Description: I Lost my 6 month old calico kitten Thelma. She escaped from the house. She is not an outdoor cat. She's shy. She has a tiny meow. She had been spade and is microchips. If you've Found her or have seen her, please reach out to me. I miss my baby.????<p/>Age: Under 1 year<p/>Location Lost: 722 Hazel Ave N, Kent WA  98031<p/>Lost Date: 2026-04-14<p/>",
K26-188017,A745620,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=3062969,LOST,Poe,Cat,Unknown<p/>,Male,American Shorthair,Unknown,"Apr 14, 2026",Date Lost,400 block of  27TH AVE E,Seattle,,98112,SEATTLE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=3062969,Image Copyright HLP Inc. 2026,"Description: black cat and skittish<p/>Age: Unknown<p/>Location Lost: 442 27th Ave E, Seattle WA  98112<p/>Lost Date: 2026-04-14<p/>",
K26-188112,A745788,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A745788,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Cat,3 YEARS,Neutered Male,Domestic Shorthair,Org Tabby,"Apr 18, 2026",Received on,16600 block of  32ND AVE S,SEATAC,WA,98188,SEATAC,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A745788,Image Copyright HLP Inc. 2026,"Received on: 2026-04-18<p/> Found Near: 16600 block of  32ND AVE S<p/> Description: Org Tabby Neutered Male Domestic Shorthair Cat<p/> Age: 3 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K26-188113,A745789,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A745789,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Dog,NO AGE,Male,German Shepherd / Siberian Husky,Black / Orange,"Apr 18, 2026",Received on,11200 block of  184TH PL NE,REDMOND,WA,98052,REDMOND,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A745789,Image Copyright HLP Inc. 2026,"Received on: 2026-04-18<p/> Found Near: 11200 block of  184TH PL NE<p/> Description: Black / Orange Male German Shepherd / Siberian Husky Dog<p/> Age: NO AGE<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K26-187867,A745346,Regional Animal Services of King County,FOUND,https://kingcounty.gov/en/dept/executive-services/animals-pets-pests/regional-animal-services/overview-about,In RASKC Foster Home,,Cat,1 WEEK,Female,Domestic Shorthair,Gray,"Apr 07, 2026",Received on,21600 block of  64TH AVE S,KENT,WA,98032,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A745346,Image Copyright HLP Inc. 2026,Received on: 2026-04-07<p/> Found Near: 21600 block of  64TH AVE S<p/> Description: Gray Female Domestic Shorthair Cat<p/> Age: 1 WEEK<p/> Current Location: In RASKC Foster Home <p/>,
K26-187301,A744073,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=3049749,LOST,Chewie,Cat,Over 1 year<p/>,Male,Norwegian Forest Cat,Brown,"Mar 05, 2026",Date Lost,207TH  SE ST AND 101ST AVE SE,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=3049749,Image Copyright HLP Inc. 2026,"Description: Chewie is a longhair cat that looks like a maine coon or a norwegian forest cat. He is very lovable and social. He's approximately 12 lbs. For unique markings, he had part of his tail shaved a few months ago, so the base of it has shorter fur. He also has some callouses growing on his toes which are abnormal <p/>Age: Over 1 year<p/>Location Lost: 207th SE St and 101st Ave SE, Kent WA  98031<p/>Lost Date: 2026-03-05<p/>",
K26-188011,A745609,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=3062840,In Public Home,"""sammy""",Cat,Under 1 year<p/>,Unknown,Domestic Shorthair,Unknown,"Apr 13, 2026",Date Found,100 block of  130TH PL NE,Bellevue,,98005,BELLEVUE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=3062840,Image Copyright HLP Inc. 2026,"Description: Approx 9 month orange tabby Found by good samaritan 168 130th Pl NE. No microchip or identifying collar. <p/>Age: Under 1 year<p/>Found Near:  168 130th Pl NE, Bellevue WA  98005<p/>Found Date: 2026-04-13<p/>",
K26-187712,A744974,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=3057844,LOST,Dude,Dog,Over 1 year<p/>,Male,Alaskan Malamute,Black,"Mar 29, 2026",Date Lost,14000 block of  33RD AVE S,Tukwila,,98168,TUKWILA,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=3057844,Image Copyright HLP Inc. 2026,"Description: Black and white large lanky malamute mix, named Dude wearing collars with home info<p/>Age: Over 1 year<p/>Location Lost: 14017 33rd Avenue South, Seattle WA  98168<p/>Lost Date: 2026-03-29<p/>",
K26-187998,A745593,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A745593,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Cat,3 WEEKS,Male,Domestic Shorthair,Black / White,"Apr 13, 2026",Received on,10000 block of  SE 258TH PL,KENT,WA,98030,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A745593,Image Copyright HLP Inc. 2026,"Received on: 2026-04-13<p/> Found Near: 10000 block of  SE 258TH PL<p/> Description: Black / White Male Domestic Shorthair Cat<p/> Age: 3 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K26-188081,A745729,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A745729,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Cat,NO AGE,Female,Domestic Shorthair,Brn Tabby,"Apr 16, 2026",Received on,4600 block of  S 170TH ST,SEATAC,WA,98188,SEATAC,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A745729,Image Copyright HLP Inc. 2026,"Received on: 2026-04-16<p/> Found Near: 4600 block of  S 170TH ST<p/> Description: Brn Tabby Female Domestic Shorthair Cat<p/> Age: NO AGE<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K26-187681,A744902,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=3057312,LOST,Neyla And To,Dog,Over 1 year<p/>,Female,Belgian Malinois,Unknown,"Mar 28, 2026",Date Lost,42ND  AVE S TUKWILA WA,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=3057312,Image Copyright HLP Inc. 2026,"Description: Neyla got a pink collar and the other male it’s bigger has like green collar <p/>Age: Over 1 year<p/>Location Lost: 42nd ave s tukwila wa , Seattle WA  98168<p/>Lost Date: 2026-03-28<p/>",
K26-187628,A744811,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=3056450,LOST,Donut,Cat,Over 1 year<p/>,Male,Domestic Shorthair,Black,"Mar 25, 2026",Date Lost,30800 block of  10TH AVE SW,Federal Way,,98023,FEDERAL WAY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=3056450,Image Copyright HLP Inc. 2026,"Description: Large and long tuxedo cat, weighs 16 pounds. Wears an orange collar with our phone number. Indoor only cat, but escaped today. Shy around new people, friendly with cats.<p/>Age: Over 1 year<p/>Location Lost: 30826 10th Avenue Southwest, Federal Way WA  98023<p/>Lost Date: 2026-03-25<p/>",
K26-188010,A745608,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=3062833,LOST,,Dog,Under 1 year<p/>,Male,Golden Retriever,Unknown,"Apr 12, 2026",Date Lost,NE  196th St & 15th Ave NE,Shoreline,,98155,LAKE FOREST PAR,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=3062833,Image Copyright HLP Inc. 2026,"Description: Beigh, large puppy 8 months old.<p/>Age: Under 1 year<p/>Location Lost: NE 196th st and 15th ave NE, Seattle WA  98155<p/>Lost Date: 2026-04-12<p/>",
K26-187463,A744435,Regional Animal Services of King County,ADOPTABLE,https://kingcounty.gov/en/dept/executive-services/animals-pets-pests/regional-animal-services/overview-about,In RASKC Foster Home,Tadpole,Dog,2 YEARS 1 MONTH,Neutered Male,Pit Bull,Black / White,"Mar 16, 2026",Received on,21615 64TH AVE S,KENT,WA,98032,KENT,47.407788,-122.255197,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A744435,Image Copyright HLP Inc. 2026,"Received on: 2026-03-16<p/> Description: Black / White Neutered Male Pit Bull Dog<p/> Age: 2 YEARS 1 MONTH<p/> Adoption Fee: $50.00<p/> Current Location: In RASKC Foster Home <p/>Hi! My name is Tadpole and I am available for adoption.<p/><p/>I was brought in by a good samaritan on March 16, 2026.<p/><p/>I weigh 46.0 lbs and am considered a ""medium breed"" dog. I am quite the perfect size if I do say so myself!<p/><p/>I can be a little shy at first, but I warm up to people fast especially if they have yummy treats. I am still working on ""gentle"" when it comes to eating treats though.<p/><p/>I know ""sit"", walk great on leash and appear to be potty-trained :)<p/><p/>I also seem to be dog social as well. When meeting other dogs I would benefit from a SLOW introduction.<p/><p/>If you have been wanting a sweet ball of energy to add some meaning to your life I could be what you're looking for!<p/><p/>I am a gentle and loving dog who likes to take things slow. I may get nervous in new situations, so I am looking for a family who understands that I might take some time to warm up. Once I get to know you, I will be a very devoted friend!<p/>",
K26-187924,A745449,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=3061538,LOST,Gustaf,Dog,Over 1 year<p/>,Male,Akbash,White,"Apr 09, 2026",Date Lost,238th  Way SE & Issaquah Hobart Rd SE,King County,,98027,ISSAQUAH,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=3061538,Image Copyright HLP Inc. 2026,"Description: Very large white short hair, long tail with slight curl at end.  Gentle but shy. Old orange plastic collar<p/>Age: Over 1 year<p/>Location Lost: 238th way se and Issaquah Hobart , Issaquah WA  98027<p/>Lost Date: 2026-04-09<p/>",
K26-187379,A744238,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=3051220,LOST,Henry,Dog,Over 1 year<p/>,Male,Labrador Retriever,Black,"Mar 09, 2026",Date Lost,23600 block of  SE 216th St,King County,,98038,MAPLE VALLEY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=3051220,Image Copyright HLP Inc. 2026,"<p/>Age: Over 1 year<p/>Location Lost: 23626 se 216 , Maple Valley WA  98038<p/>Lost Date: 2026-03-09<p/>",
K26-187456,A744389,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=3053091,LOST,Mr. Man & Mi,Cat,Unknown<p/>,Unknown,Domestic Shorthair,Unknown,"Mar 13, 2026",Date Lost,37th  Ave NE & NE 143rd St,Seattle,,98125,SEATTLE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=3053091,Image Copyright HLP Inc. 2026,"Description: Two missing former feral/barn cats: one male and one female. Went missing Friday night 3/13. Small, skittish, but very feeder friendly at this point, especially the female. They're very sweet and were being fully rehabbed to domestication. Both have TNR ear clips and are fully vaxxed. Grey tabbies with white on feet and ruff, male has white patch on back leg, female has stronger black banding. Would really like to know they are okay. <p/>Age: Unknown<p/>Location Lost: 37th Ave NE and NE 143rd St, Seattle WA  98125<p/>Lost Date: Mar 13 202<p/>",
K26-187947,A745481,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=3061752,In Public Home,Hugh,Cat,Over 1 year<p/>,Male,Domestic Shorthair,Unknown,"Apr 10, 2026",Date Found,,,,,BELLEVUE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=3061752,Image Copyright HLP Inc. 2026,Description: Black/grey tabby abandoned in adoption lobby of Seattle Humane. <p/>Age: Over 1 year<p/>Found Near:  <p/>Found Date: 2026-04-10<p/>,
K26-187996,A745591,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A745591,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Cat,3 WEEKS,Male,Domestic Shorthair,Lilac Pt,"Apr 13, 2026",Received on,10000 block of  SE 258TH PL,KENT,WA,98030,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A745591,Image Copyright HLP Inc. 2026,"Received on: 2026-04-13<p/> Found Near: 10000 block of  SE 258TH PL<p/> Description: Lilac Pt Male Domestic Shorthair Cat<p/> Age: 3 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
